  1.78	22058	22058	U	0	unclassified
 98.22	1214964	23	R	1	root
 98.16	1214296	7	R1	131567	  cellular organisms
 98.15	1214174	77	D	2	    Bacteria
 98.14	1214046	24	D1	1783272	      Terrabacteria group
 67.44	834205	4	P	201174	        Actinobacteria
 67.44	834201	130	C	1760	          Actinobacteria
 67.42	834037	100	O	85007	            Corynebacteriales
 67.41	833935	233	F	1762	              Mycobacteriaceae
 67.40	833696	703036	G	1763	                Mycobacterium
 10.47	129513	73186	G1	77643	                  Mycobacterium tuberculosis complex
  4.26	52672	48859	S	1773	                    Mycobacterium tuberculosis
  0.03	382	283	S1	1765	                      Mycobacterium tuberculosis variant bovis
  0.01	99	1	S2	33892	                        Mycobacterium tuberculosis variant bovis BCG
  0.01	71	71	S3	998092	                          Mycobacterium tuberculosis variant bovis BCG str. ATCC 35743
  0.00	24	24	S3	561275	                          Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172
  0.00	2	2	S3	413996	                          Mycobacterium tuberculosis variant bovis BCG str. Moreau RDJ
  0.00	1	1	S3	717522	                          Mycobacterium tuberculosis variant bovis BCG str. Mexico
  0.03	371	120	S1	1306414	                      Mycobacterium tuberculosis EAI5
  0.02	251	251	S2	1310115	                        Mycobacterium tuberculosis EAI5/NITR206
  0.03	354	354	S1	1352573	                      Mycobacterium tuberculosis PanR0601
  0.03	319	202	S1	83332	                      Mycobacterium tuberculosis H37Rv
  0.01	78	78	S2	757419	                        Mycobacterium tuberculosis H37RvCO
  0.00	26	26	S2	757418	                        Mycobacterium tuberculosis H37RvMA
  0.00	13	13	S2	757421	                        Mycobacterium tuberculosis H37RvLP
  0.02	214	214	S1	1306400	                      Mycobacterium tuberculosis str. Beijing/NITR203
  0.01	153	153	S1	1346778	                      Mycobacterium tuberculosis PanR0315
  0.01	149	149	S1	1346770	                      Mycobacterium tuberculosis PanR0407
  0.01	144	144	S1	1346776	                      Mycobacterium tuberculosis PanR0317
  0.01	144	144	S1	1346781	                      Mycobacterium tuberculosis PanR0311
  0.01	101	101	S1	882098	                      Mycobacterium tuberculosis S96-129
  0.01	90	37	S1	33894	                      Mycobacterium tuberculosis variant africanum
  0.00	53	53	S2	572418	                        Mycobacterium tuberculosis variant africanum GM041182
  0.01	82	82	S1	1334079	                      Mycobacterium tuberculosis 1821ADB38
  0.01	69	69	S1	882099	                      Mycobacterium tuberculosis BTB05-552
  0.01	68	68	S1	1346775	                      Mycobacterium tuberculosis PanR0401
  0.01	64	64	S1	115862	                      Mycobacterium tuberculosis variant caprae
  0.00	60	60	S1	1334068	                      Mycobacterium tuberculosis TRS22
  0.00	52	52	S1	1334050	                      Mycobacterium tuberculosis TRS4
  0.00	43	43	S1	1334072	                      Mycobacterium tuberculosis TRS26
  0.00	39	39	S1	1352590	                      Mycobacterium tuberculosis PanR0805
  0.00	37	37	S1	1334081	                      Mycobacterium tuberculosis 1821ADB41
  0.00	33	33	S1	83331	                      Mycobacterium tuberculosis CDC1551
  0.00	30	30	S1	1334058	                      Mycobacterium tuberculosis TRS12
  0.00	28	28	S1	1334056	                      Mycobacterium tuberculosis TRS10
  0.00	27	27	S1	1334065	                      Mycobacterium tuberculosis TRS19
  0.00	26	26	S1	1334077	                      Mycobacterium tuberculosis 1821ADB36
  0.00	26	26	S1	1334078	                      Mycobacterium tuberculosis 1821ADB37
  0.00	24	24	S1	1097669	                      Mycobacterium tuberculosis UT205
  0.00	24	24	S1	1334066	                      Mycobacterium tuberculosis TRS20
  0.00	24	24	S1	1334076	                      Mycobacterium tuberculosis 1821ADB35
  0.00	23	23	S1	1346787	                      Mycobacterium tuberculosis PanR0304
  0.00	22	22	S1	1445606	                      Mycobacterium tuberculosis str. Kurono
  0.00	22	22	S1	1334084	                      Mycobacterium tuberculosis 1821ADB45
  0.00	22	22	S1	1334047	                      Mycobacterium tuberculosis TRS1
  0.00	21	21	S1	1334082	                      Mycobacterium tuberculosis 1821ADB42
  0.00	20	20	S1	1334057	                      Mycobacterium tuberculosis TRS11
  0.00	18	18	S1	1352584	                      Mycobacterium tuberculosis PanR0703
  0.00	18	18	S1	1334073	                      Mycobacterium tuberculosis TRS27
  0.00	18	18	S1	1346785	                      Mycobacterium tuberculosis PanR0306
  0.00	18	18	S1	1334055	                      Mycobacterium tuberculosis TRS9
  0.00	17	17	S1	1334053	                      Mycobacterium tuberculosis TRS7
  0.00	16	16	S1	1334067	                      Mycobacterium tuberculosis TRS21
  0.00	16	16	S1	1352591	                      Mycobacterium tuberculosis PanR0902
  0.00	16	16	S1	1352576	                      Mycobacterium tuberculosis PanR0604
  0.00	15	15	S1	1334083	                      Mycobacterium tuberculosis 1821ADB44
  0.00	14	14	S1	1334071	                      Mycobacterium tuberculosis TRS25
  0.00	13	13	S1	1352589	                      Mycobacterium tuberculosis PanR0804
  0.00	12	12	S1	1334070	                      Mycobacterium tuberculosis TRS24
  0.00	11	11	S1	1334054	                      Mycobacterium tuberculosis TRS8
  0.00	11	11	S1	1334063	                      Mycobacterium tuberculosis TRS17
  0.00	10	10	S1	1334052	                      Mycobacterium tuberculosis TRS6
  0.00	10	10	S1	1344043	                      Mycobacterium tuberculosis PanR0203
  0.00	10	10	S1	443150	                      Mycobacterium tuberculosis CCDC5180
  0.00	10	10	S1	1249615	                      Mycobacterium tuberculosis K
  0.00	9	9	S1	1352575	                      Mycobacterium tuberculosis PanR0603
  0.00	9	9	S1	1346768	                      Mycobacterium tuberculosis PanR0409
  0.00	9	9	S1	1334080	                      Mycobacterium tuberculosis 1821ADB40
  0.00	9	9	S1	882100	                      Mycobacterium tuberculosis BTB05-559
  0.00	9	9	S1	1138877	                      Mycobacterium tuberculosis 7199-99
