  7.31	177750	177750	U	0	unclassified
 92.69	2252771	25	R	1	root
 92.67	2252467	126	R1	131567	  cellular organisms
 92.11	2238846	1812	D	2	    Bacteria
 91.98	2235485	315	D1	1783272	      Terrabacteria group
 81.60	1983387	3128	P	1239	        Firmicutes
 81.37	1977703	961	C	91061	          Bacilli
 81.19	1973428	880	O	1385	            Bacillales
 81.12	1971621	1050	F	186817	              Bacillaceae
 81.07	1970541	118964	G	1386	                Bacillus
 75.81	1842638	103842	G1	653685	                  Bacillus subtilis group
 70.28	1708112	1691830	S	1648923	                    Bacillus paralicheniformis
  0.67	16282	16282	S1	766760	                      Bacillus paralicheniformis ATCC 9945a
  0.95	23133	22808	S	1402	                    Bacillus licheniformis
  0.01	227	227	S1	279010	                      Bacillus licheniformis DSM 13 = ATCC 14580
  0.00	98	98	S1	1126218	                      Bacillus licheniformis WX-02
  0.27	6548	6548	S	119858	                    Bacillus sonorensis
  0.03	627	314	G2	1938374	                    Bacillus amyloliquefaciens group
  0.01	227	224	S	492670	                      Bacillus velezensis
  0.00	3	3	S1	1458206	                        Bacillus velezensis NJN-6
  0.00	86	6	S	1390	                      Bacillus amyloliquefaciens
  0.00	79	79	S1	692420	                        Bacillus amyloliquefaciens DSM 7
  0.00	1	1	S1	1034836	                        Bacillus amyloliquefaciens XH7
  0.01	349	205	S	1423	                    Bacillus subtilis
  0.00	69	64	S1	135461	                      Bacillus subtilis subsp. subtilis
  0.00	3	3	S2	1052588	                        Bacillus subtilis subsp. subtilis str. RO-NN-1
  0.00	2	2	S2	224308	                        Bacillus subtilis subsp. subtilis str. 168
  0.00	41	33	S1	96241	                      Bacillus subtilis subsp. spizizenii
  0.00	4	4	S2	655816	                        Bacillus subtilis subsp. spizizenii str. W23
  0.00	4	4	S2	1052585	                        Bacillus subtilis subsp. spizizenii TU-B-10
  0.00	31	31	S1	483913	                      Bacillus subtilis subsp. inaquosorum
  0.00	2	2	S1	86029	                      Bacillus subtilis subsp. natto
  0.00	1	1	S1	1233100	                      Bacillus subtilis XF-1
  0.00	27	24	S	1452	                    Bacillus atrophaeus
  0.00	2	2	S1	1239783	                      Bacillus atrophaeus UCMB-5137
  0.00	1	1	S1	1529886	                      Bacillus atrophaeus subsp. globigii
  0.30	7221	7221	S	1664069	                  Bacillus glycinifermentans
  0.05	1130	7	G1	86661	                  Bacillus cereus group
  0.04	1026	36	S	1396	                    Bacillus cereus
  0.04	981	981	S1	526973	                      Bacillus cereus m1293
  0.00	2	2	S1	1454382	                      Bacillus cereus D17
  0.00	2	2	S1	572264	                      Bacillus cereus 03BB102
  0.00	1	1	S1	269801	                      Bacillus cereus G9241
  0.00	1	1	S1	288681	                      Bacillus cereus E33L
  0.00	1	1	S1	1217984	                      Bacillus cereus FRI-35
  0.00	1	1	S1	1003239	                      Bacillus cereus C1L
  0.00	1	1	S1	526970	                      Bacillus cereus BGSC 6E1
  0.00	63	63	S	580165	                    Bacillus cytotoxicus
  0.00	14	10	S	1392	                    Bacillus anthracis
  0.00	2	2	S1	261591	                      Bacillus anthracis str. Vollum
  0.00	2	2	S1	568206	                      Bacillus anthracis str. CDC 684
  0.00	13	8	S	1428	                    Bacillus thuringiensis
  0.00	1	1	S1	1417985	                      Bacillus thuringiensis LM1212
  0.00	1	1	S1	1430	                      Bacillus thuringiensis serovar israelensis
  0.00	1	0	S1	29337	                      Bacillus thuringiensis serovar finitimus
  0.00	1	1	S2	930170	                        Bacillus thuringiensis serovar finitimus YBT-020
  0.00	1	0	S1	29339	                      Bacillus thuringiensis serovar kurstaki
  0.00	1	1	S2	1261129	                        Bacillus thuringiensis serovar kurstaki str. HD-1
  0.00	1	1	S1	180850	                      Bacillus thuringiensis serovar indiana
  0.00	4	4	S	64104	                    Bacillus pseudomycoides
  0.00	3	3	S	1405	                    Bacillus mycoides
  0.01	269	269	S	561879	                  Bacillus safensis
  0.01	137	137	S	86664	                  Bacillus flexus
  0.00	40	39	S	1408	                  Bacillus pumilus
  0.00	1	1	S1	315750	                    Bacillus pumilus SAFR-032
  0.00	20	20	S	1441095	                  Bacillus gobiensis
  0.00	15	15	S	756828	                  Bacillus sp. WP8
  0.00	14	14	S	421767	                  Bacillus butanolivorans
  0.00	12	0	S	1404	                  Bacillus megaterium
  0.00	10	10	S1	1348623	                    Bacillus megaterium NBRC 15308 = ATCC 14581
  0.00	1	1	S1	545693	                    Bacillus megaterium QM B1551
  0.00	1	1	S1	1006007	                    Bacillus megaterium WSH-002
  0.00	12	0	S	86665	                  Bacillus halodurans
  0.00	12	12	S1	272558	                    Bacillus halodurans C-125
  0.00	9	9	S	1547283	                  Bacillus weihaiensis
  0.00	8	7	S	1478	                  Bacillus simplex
  0.00	1	1	S1	1349754	                    Bacillus simplex NBRC 15720 = DSM 1321
  0.00	7	5	S	1398	                  Bacillus coagulans
  0.00	2	2	S1	345219	                    Bacillus coagulans 36D1
  0.00	4	1	G1	1792192	                  Bacillus altitudinis complex
  0.00	2	2	S	293387	                    Bacillus altitudinis
  0.00	1	1	S	1049581	                    Bacillus cellulasensis
  0.00	4	0	S	1413	                  Bacillus cellulosilyticus
  0.00	4	4	S1	649639	                    Bacillus cellulosilyticus DSM 2522
  0.00	4	4	S	2049935	                  Bacillus sp. Lzh-5
  0.00	3	3	S	1479	                  Bacillus smithii
  0.00	3	3	S	1402861	                  Bacillus filamentosus
  0.00	2	2	S	98228	                  Bacillus sp. OxB-1
  0.00	2	2	S	352858	                  Bacillus sp. Y1
  0.00	2	2	S	1705566	                  Bacillus sp. FJAT-18017
  0.00	2	2	S	79883	                  Bacillus horikoshii
  0.00	2	0	S	665099	                  Bacillus oceanisediminis
  0.00	2	2	S1	1196031	                    Bacillus oceanisediminis 2691
  0.00	1	1	S	1581038	                  Bacillus sp. FJAT-22090
  0.00	1	1	S	1827146	                  Bacillus sp. IHB B 7164
  0.00	1	1	S	1628753	                  Bacillus sp. LM 4-2
  0.00	1	1	S	2009331	                  Bacillus sp. MD-5
  0.00	1	1	S	1178537	                  Bacillus xiamenensis
  0.00	1	1	S	1127744	                  Bacillus sp. JS
  0.00	1	1	S	859143	                  Bacillus kochii
  0.00	1	1	S	79880	                  Bacillus clausii
  0.00	1	1	S	666686	                  Bacillus sp. 1NLA3E
  0.00	1	1	S	632773	                  Bacillus beveridgei
  0.00	1	0	S	79885	                  Bacillus pseudofirmus
  0.00	1	1	S1	398511	                    Bacillus pseudofirmus OF4
  0.00	1	0	S	1471	                  Bacillus methanolicus
  0.00	1	1	S1	796606	                    Bacillus methanolicus MGA3
  0.00	1	0	S	300825	                  Bacillus lehensis
  0.00	1	1	S1	1246626	                    Bacillus lehensis G1
  0.00	1	1	S	33932	                  Bacillus cohnii
  0.00	1	1	S	264697	                  Bacillus muralis
  0.00	1	1	S	129985	                  Bacillus jeotgali
  0.00	1	1	S	199441	                  Bacillus krulwichiae
  0.00	16	2	G	150247	                Anoxybacillus
  0.00	13	12	S	33934	                  Anoxybacillus flavithermus
  0.00	1	1	S1	491915	                    Anoxybacillus flavithermus WK1
  0.00	1	1	S	294699	                  Anoxybacillus amylolyticus
  0.00	5	0	G	400634	                Lysinibacillus
  0.00	2	2	S	2086577	                  Lysinibacillus sp. Marseille-P5727
  0.00	1	1	S	1421	                  Lysinibacillus sphaericus
  0.00	1	1	S	28031	                  Lysinibacillus fusiformis
  0.00	1	1	S	2072025	                  Lysinibacillus sp. YS11
  0.00	3	0	G	84406	                Virgibacillus
  0.00	2	2	S	163877	                  Virgibacillus necropolis
  0.00	1	1	S	1482	                  Virgibacillus halodenitrificans
  0.00	2	1	G	129337	                Geobacillus
  0.00	1	1	S	471223	                  Geobacillus sp. WCH70
  0.00	2	0	G	182709	                Oceanobacillus
  0.00	2	0	S	746691	                  Oceanobacillus kimchii
  0.00	2	2	S1	1238184	                    Oceanobacillus kimchii X50
  0.00	1	0	G	200903	                Paraliobacillus
  0.00	1	1	S	2213194	                  Paraliobacillus sp. X-1125
  0.00	1	0	G	1906945	                Parageobacillus
  0.00	1	0	S	1426	                  Parageobacillus thermoglucosidasius
  0.00	1	1	S1	634956	                    Parageobacillus thermoglucosidasius C56-YS93
  0.03	806	0	F	186820	              Listeriaceae
  0.03	802	33	G	1637	                Listeria
  0.03	769	763	S	1639	                  Listeria monocytogenes
  0.00	2	2	S1	393119	                    Listeria monocytogenes FSL J1-208
  0.00	2	2	S1	393127	                    Listeria monocytogenes Finland 1998
  0.00	1	1	S1	2065118	                    Listeria monocytogenes serotype 4b
  0.00	1	1	S1	879090	                    Listeria monocytogenes SLCC7179
  0.00	4	0	G	2755	                Brochothrix
  0.00	4	4	S	2756	                  Brochothrix thermosphacta
  0.00	42	0	F	90964	              Staphylococcaceae
  0.00	39	0	G	1279	                Staphylococcus
  0.00	18	15	S	1280	                  Staphylococcus aureus
  0.00	2	1	S1	46170	                    Staphylococcus aureus subsp. aureus
  0.00	1	1	S2	1006543	                      Staphylococcus aureus subsp. aureus T0131
  0.00	1	1	S1	1458279	                    Staphylococcus aureus USA300-ISMMS1
  0.00	3	2	S	1282	                  Staphylococcus epidermidis
  0.00	1	1	S1	176279	                    Staphylococcus epidermidis RP62A
  0.00	3	3	S	308354	                  Staphylococcus simiae
  0.00	2	2	S	29388	                  Staphylococcus capitis
  0.00	2	2	S	2025492	                  Staphylococcus sp. M0911
  0.00	2	2	S	70258	                  Staphylococcus piscifermentans
  0.00	2	2	S	70255	                  Staphylococcus condimenti
  0.00	2	2	S	1294	                  Staphylococcus muscae
  0.00	1	1	S	985762	                  Staphylococcus agnetis
  0.00	1	1	S	283734	                  Staphylococcus pseudintermedius
  0.00	1	1	S	29385	                  Staphylococcus saprophyticus
  0.00	1	1	S	1288	                  Staphylococcus xylosus
  0.00	1	1	S	1286	                  Staphylococcus simulans
  0.00	1	0	G	45669	                Salinicoccus
  0.00	1	1	S	407035	                  Salinicoccus halodurans
  0.00	1	0	G	227979	                Jeotgalicoccus
  0.00	1	1	S	1461582	                  Jeotgalicoccus saudimassiliensis
  0.00	1	0	G	2005363	                Auricoccus
  0.00	1	1	S	1849491	                  Auricoccus indicus
  0.00	30	0	F	186822	              Paenibacillaceae
  0.00	25	3	G	44249	                Paenibacillus
  0.00	6	6	S	1126833	                  Paenibacillus beijingensis
  0.00	5	0	S	365617	                  Paenibacillus sabinae
  0.00	5	5	S1	1268072	                    Paenibacillus sabinae T27
  0.00	2	2	S	1406	                  Paenibacillus polymyxa
  0.00	2	2	S	169760	                  Paenibacillus stellifer
  0.00	1	1	S	1536770	                  Paenibacillus sp. FSL R5-0345
  0.00	1	1	S	528191	                  Paenibacillus xylanexedens
  0.00	1	1	S	1695218	                  Paenibacillus sp. 32O-W
  0.00	1	1	S	1763538	                  Paenibacillus crassostreae
  0.00	1	1	S	160799	                  Paenibacillus borealis
  0.00	1	1	S	61624	                  Paenibacillus mucilaginosus
  0.00	1	1	S	1870820	                  Paenibacillus ihbetae
  0.00	2	0	G	55080	                Brevibacillus
  0.00	1	0	S	1393	                  Brevibacillus brevis
  0.00	1	1	S1	358681	                    Brevibacillus brevis NBRC 100599
  0.00	1	1	S	1465	                  Brevibacillus laterosporus
  0.00	2	0	F1	85151	                Aneurinibacillus group
  0.00	2	0	G	55079	                  Aneurinibacillus
  0.00	2	2	S	1500254	                    Aneurinibacillus soli
  0.00	1	0	G	76632	                Thermobacillus
  0.00	1	0	S	377615	                  Thermobacillus composti
  0.00	1	1	S1	717605	                    Thermobacillus composti KWC4
  0.00	27	0	O1	539002	              Bacillales incertae sedis
  0.00	27	0	O2	539738	                Bacillales Family XI. Incertae Sedis
  0.00	27	2	G	1378	                  Gemella
  0.00	19	19	S	1785995	                    Gemella sp. oral taxon 928
  0.00	6	6	S	29391	                    Gemella morbillorum
  0.00	19	1	F	186818	              Planococcaceae
  0.00	10	0	G	1569	                Sporosarcina
  0.00	10	10	S	1571	                  Sporosarcina ureae
  0.00	6	2	G	1372	                Planococcus
  0.00	2	2	S	192421	                  Planococcus maritimus
  0.00	1	1	S	1215089	                  Planococcus halocryophilus
  0.00	1	1	S	2058136	                  Planococcus sp. MB-3u-03
  0.00	1	0	G	648800	                Solibacillus
  0.00	1	0	S	76853	                  Solibacillus silvestris
  0.00	1	1	S1	1002809	                    Solibacillus silvestris StLB046
  0.00	1	0	G	648802	                Rummeliibacillus
  0.00	1	1	S	241244	                  Rummeliibacillus stabekisii
  0.00	1	0	F	186821	              Sporolactobacillaceae
  0.00	1	0	F1	663587	                unclassified Sporolactobacillaceae
  0.00	1	0	S	85683	                  [Bacillus] selenitireducens
  0.00	1	1	S1	439292	                    [Bacillus] selenitireducens MLS10
  0.00	1	0	F	186823	              Alicyclobacillaceae
  0.00	1	0	G	29330	                Alicyclobacillus
  0.00	1	0	S	405212	                  Alicyclobacillus acidocaldarius
  0.00	1	0	S1	1388	                    Alicyclobacillus acidocaldarius subsp. acidocaldarius
  0.00	1	1	S2	1048834	                      Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1
  0.00	1	0	F	186824	              Thermoactinomycetaceae
  0.00	1	0	G	292635	                Laceyella
  0.00	1	1	S	2071623	                  Laceyella sp. FBKL4.010
  0.14	3314	6	O	186826	            Lactobacillales
  0.13	3252	2	F	1300	              Streptococcaceae
  0.13	3244	118	G	1301	                Streptococcus
  0.11	2740	261	G1	671232	                  Streptococcus anginosus group
  0.08	1943	1875	S	1328	                    Streptococcus anginosus
  0.00	28	28	S1	862970	                      Streptococcus anginosus C1051
  0.00	20	20	S1	862971	                      Streptococcus anginosus C238
  0.00	20	0	S1	1272910	                      Streptococcus anginosus subsp. whileyi
  0.00	20	20	S2	1353243	                        Streptococcus anginosus subsp. whileyi MAS624
  0.01	325	0	S	76860	                    Streptococcus constellatus
  0.01	325	325	S1	184250	                      Streptococcus constellatus subsp. pharyngis
  0.01	211	163	S	1338	                    Streptococcus intermedius
