  0.33	5946	5946	U	0	unclassified
 99.67	1775231	16317	R	1	root
 94.22	1678219	1080	R1	131567	  cellular organisms
 94.13	1676580	1074	D	2	    Bacteria
 93.98	1673933	780	D1	1783272	      Terrabacteria group
 93.62	1667560	35	P	201174	        Actinobacteria
 93.62	1667496	1128	C	1760	          Actinobacteria
 93.48	1664959	660	O	85007	            Corynebacteriales
 93.43	1664211	1306	F	1762	              Mycobacteriaceae
 93.36	1662829	1450558	G	1763	                Mycobacterium
 11.62	206978	115180	G1	77643	                  Mycobacterium tuberculosis complex
  4.50	80198	73280	S	1773	                    Mycobacterium tuberculosis
  0.04	757	279	S1	1306414	                      Mycobacterium tuberculosis EAI5
  0.03	478	478	S2	1310115	                        Mycobacterium tuberculosis EAI5/NITR206
  0.04	667	481	S1	1765	                      Mycobacterium tuberculosis variant bovis
  0.01	186	9	S2	33892	                        Mycobacterium tuberculosis variant bovis BCG
  0.01	146	146	S3	998092	                          Mycobacterium tuberculosis variant bovis BCG str. ATCC 35743
  0.00	22	22	S3	561275	                          Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172
  0.00	7	7	S3	413996	                          Mycobacterium tuberculosis variant bovis BCG str. Moreau RDJ
  0.00	1	1	S3	410289	                          Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2
  0.00	1	1	S3	717522	                          Mycobacterium tuberculosis variant bovis BCG str. Mexico
  0.03	501	501	S1	1352573	                      Mycobacterium tuberculosis PanR0601
  0.02	375	375	S1	1306400	                      Mycobacterium tuberculosis str. Beijing/NITR203
  0.02	325	188	S1	83332	                      Mycobacterium tuberculosis H37Rv
  0.00	71	71	S2	757419	                        Mycobacterium tuberculosis H37RvCO
  0.00	33	33	S2	757418	                        Mycobacterium tuberculosis H37RvMA
  0.00	33	33	S2	757421	                        Mycobacterium tuberculosis H37RvLP
  0.01	248	120	S1	33894	                      Mycobacterium tuberculosis variant africanum
  0.01	128	128	S2	572418	                        Mycobacterium tuberculosis variant africanum GM041182
  0.01	215	215	S1	1346770	                      Mycobacterium tuberculosis PanR0407
  0.01	181	181	S1	1346778	                      Mycobacterium tuberculosis PanR0315
  0.01	171	171	S1	1334079	                      Mycobacterium tuberculosis 1821ADB38
  0.01	164	164	S1	1346776	                      Mycobacterium tuberculosis PanR0317
  0.01	131	131	S1	882098	                      Mycobacterium tuberculosis S96-129
  0.01	127	127	S1	1346781	                      Mycobacterium tuberculosis PanR0311
  0.01	123	123	S1	115862	                      Mycobacterium tuberculosis variant caprae
  0.01	121	121	S1	1334050	                      Mycobacterium tuberculosis TRS4
  0.01	120	120	S1	1334068	                      Mycobacterium tuberculosis TRS22
  0.01	115	115	S1	1346775	                      Mycobacterium tuberculosis PanR0401
  0.01	108	108	S1	1334056	                      Mycobacterium tuberculosis TRS10
  0.01	102	102	S1	882099	                      Mycobacterium tuberculosis BTB05-552
  0.00	81	81	S1	1334081	                      Mycobacterium tuberculosis 1821ADB41
  0.00	80	80	S1	1334072	                      Mycobacterium tuberculosis TRS26
  0.00	79	79	S1	1334058	                      Mycobacterium tuberculosis TRS12
  0.00	67	67	S1	1334073	                      Mycobacterium tuberculosis TRS27
  0.00	65	65	S1	83331	                      Mycobacterium tuberculosis CDC1551
  0.00	65	65	S1	1334076	                      Mycobacterium tuberculosis 1821ADB35
  0.00	56	56	S1	1334065	                      Mycobacterium tuberculosis TRS19
  0.00	55	55	S1	1334083	                      Mycobacterium tuberculosis 1821ADB44
  0.00	55	55	S1	1334067	                      Mycobacterium tuberculosis TRS21
  0.00	51	51	S1	1352590	                      Mycobacterium tuberculosis PanR0805
  0.00	50	50	S1	1334047	                      Mycobacterium tuberculosis TRS1
  0.00	49	49	S1	1334077	                      Mycobacterium tuberculosis 1821ADB36
  0.00	48	48	S1	1334078	                      Mycobacterium tuberculosis 1821ADB37
  0.00	48	48	S1	1334066	                      Mycobacterium tuberculosis TRS20
  0.00	46	46	S1	1097669	                      Mycobacterium tuberculosis UT205
  0.00	46	46	S1	1334057	                      Mycobacterium tuberculosis TRS11
  0.00	43	43	S1	1346787	                      Mycobacterium tuberculosis PanR0304
  0.00	40	40	S1	1352576	                      Mycobacterium tuberculosis PanR0604
  0.00	40	40	S1	1334082	                      Mycobacterium tuberculosis 1821ADB42
  0.00	37	37	S1	1138877	                      Mycobacterium tuberculosis 7199-99
  0.00	37	37	S1	1334048	                      Mycobacterium tuberculosis TRS2
  0.00	36	36	S1	1334084	                      Mycobacterium tuberculosis 1821ADB45
  0.00	35	35	S1	1334071	                      Mycobacterium tuberculosis TRS25
  0.00	33	33	S1	443150	                      Mycobacterium tuberculosis CCDC5180
  0.00	33	33	S1	1334075	                      Mycobacterium tuberculosis TRS29
  0.00	32	32	S1	1352584	                      Mycobacterium tuberculosis PanR0703
  0.00	31	31	S1	1334055	                      Mycobacterium tuberculosis TRS9
  0.00	31	31	S1	1334061	                      Mycobacterium tuberculosis TRS15
  0.00	29	29	S1	1334053	                      Mycobacterium tuberculosis TRS7
  0.00	29	29	S1	1346773	                      Mycobacterium tuberculosis PanR0403
  0.00	29	29	S1	1344043	                      Mycobacterium tuberculosis PanR0203
  0.00	29	29	S1	1445606	                      Mycobacterium tuberculosis str. Kurono
  0.00	28	28	S1	1344044	                      Mycobacterium tuberculosis PanR0205
  0.00	28	28	S1	1334070	                      Mycobacterium tuberculosis TRS24
  0.00	27	27	S1	1346774	                      Mycobacterium tuberculosis PanR0402
  0.00	27	27	S1	1352600	                      Mycobacterium tuberculosis PanR1101
  0.00	27	27	S1	1452723	                      Mycobacterium tuberculosis 18b
  0.00	27	27	S1	1249615	                      Mycobacterium tuberculosis K
  0.00	27	27	S1	1262529	                      Mycobacterium tuberculosis PanR1005
  0.00	26	26	S1	1334054	                      Mycobacterium tuberculosis TRS8
  0.00	26	26	S1	1334052	                      Mycobacterium tuberculosis TRS6
  0.00	25	25	S1	1334062	                      Mycobacterium tuberculosis TRS16
  0.00	22	22	S1	1346784	                      Mycobacterium tuberculosis PanR0307
  0.00	22	22	S1	1346785	                      Mycobacterium tuberculosis PanR0306
  0.00	20	20	S1	1352575	                      Mycobacterium tuberculosis PanR0603
  0.00	20	20	S1	1352596	                      Mycobacterium tuberculosis PanR0908
  0.00	20	20	S1	1346772	                      Mycobacterium tuberculosis PanR0404
  0.00	19	19	S1	1334059	                      Mycobacterium tuberculosis TRS13
  0.00	18	18	S1	1352591	                      Mycobacterium tuberculosis PanR0902
  0.00	18	18	S1	1352571	                      Mycobacterium tuberculosis PanR0503
  0.00	17	17	S1	1346786	                      Mycobacterium tuberculosis PanR0305
  0.00	17	17	S1	747369	                      Mycobacterium tuberculosis R1207
  0.00	17	17	S1	478433	                      Mycobacterium tuberculosis KZN 4207
  0.00	16	16	S1	652616	                      Mycobacterium tuberculosis str. Erdman = ATCC 35801
  0.00	16	16	S1	882100	                      Mycobacterium tuberculosis BTB05-559
  0.00	16	16	S1	1262525	                      Mycobacterium tuberculosis PanR0201
  0.00	16	16	S1	1334051	                      Mycobacterium tuberculosis TRS5
  0.00	16	16	S1	1334064	                      Mycobacterium tuberculosis TRS18
  0.00	15	15	S1	1352582	                      Mycobacterium tuberculosis PanR0611
  0.00	15	15	S1	1352583	                      Mycobacterium tuberculosis PanR0702
  0.00	15	15	S1	1352599	                      Mycobacterium tuberculosis PanR1007
  0.00	15	15	S1	747368	                      Mycobacterium tuberculosis X122
  0.00	15	15	S1	1334063	                      Mycobacterium tuberculosis TRS17
  0.00	14	14	S1	1352589	                      Mycobacterium tuberculosis PanR0804
  0.00	13	13	S1	336982	                      Mycobacterium tuberculosis F11
  0.00	13	13	S1	443149	                      Mycobacterium tuberculosis CCDC5079
  0.00	13	13	S1	1010835	                      Mycobacterium tuberculosis BT2
